"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Area","ClimateProtection"
"1213","619","Ugalla River Game Reserve","KBA",NA,NA,"3",0.293142011548327,0.766999133018398,0.529221003467415,0,0.00491066722676129,0.0331932405099322
"1214","258","Ugam-Chatkal",NA,"1","II","8",0.217386952465961,0.472245125772007,0.73419826417187,0.706679385790876,0.00658886376865269,0.00663578980322927
"1215","203","Ulaagchini khar nuur",NA,"1","II","8",0.167075173418159,0.301958735272304,0.73688029515313,0.821273730826369,0.00266716883980228,0.00153034125462183
"1216","76","Ulaan Taiga",NA,"1","Ib","8",0.16894166425875,0.596800776122477,0.789507881555347,0.789898757454328,0.00446250099242472,0.0130938484490445
"1217","1172","Ulgai","KBA",NA,NA,"8",0.0972140837405325,0.382547812014925,0.733339010299564,0.732536379382375,0.00450972618816992,0.00247624507901557
"1218","814","Ulladulla to Merimbula","KBA",NA,NA,"1",0.210865665686368,0.759419762240282,0.627789730938173,0.761182641583411,0.0021855483381839,0.038096594401165
"1219","16","Um Phang",NA,"1","Ia","4",0.415910537365145,0.8401864270812,0.747131236794151,0.628531655316804,0.0026048397223667,0.0500011097902996
"1220","1227","Unai","KBA",NA,NA,"6",0.384511994477618,0.397985271602169,0.576423100111264,0.545519181326477,0.00302661838740209,0.0351106811156526
"1221","113","Unimak Island",NA,"1","Ib","5",0.0564573280245549,0.978283164590219,0.725286049417434,0.726526951363989,0.0039003753925001,0.00175981749714562
"1222","1131","Upper and middle Nizhnyaya Baikha river","KBA",NA,NA,"8",0.078660230066663,0.942467171061583,0.578140788856952,0.72531536194135,0.00557476555507804,0.0145987110433606
"1223","885","Upper and Middle Yuribey","KBA",NA,NA,"8",0.0475174290674311,0.990958816133068,0.36355110232879,0.726526806368193,0.00414925578853924,0.00273507544140221
"1224","931","Upper Blue Ridge Mountains","KBA",NA,NA,"5",0.169036572671372,0.554325737562708,0.573172867293804,0.754155437180796,0.00306364177702684,0.0610678080253697
"1225","844","Upper Srepok Catchment","KBA",NA,NA,"4",0.347385973330652,0.803129570322318,0.742408389567994,0.632934759289974,0.00501063513611043,0.0516833055380495
"1226","888","Upper streams of Ob' river","KBA",NA,NA,"8",0.10453881383027,0.860449828267732,0.556489492710697,0.725679276947165,0.00496711582931551,0.0191116313592441
"1227","834","Upper Stung Sen Catchment","KBA",NA,NA,"4",0.272377061409203,0.745780023916687,0.762174327785696,0.607337114592133,0.00569400708923857,0.0614822009316622
"1228","944","Upper Tanana River Valley","KBA",NA,NA,"5",0.0956138030003152,0.979899155394911,0.631367551637,0.72652928532238,0.0257283509039563,0.0446685364677933
"1229","1324","Upper Vacacai pampas","KBA",NA,NA,"6",0.264131479457398,0.371854020260508,0.441331051675588,0.620720897701508,0.00500860987321416,0.028239585957438
"1230","713","Urda Sands","KBA",NA,NA,"8",0.115712118094483,0.328361038975355,0.762447229155006,0.661779780556386,0.0093878111892776,0.00252721180159437
"1231","342","Urho Kekkosen Kansallispuisto",NA,"1","II","8",0.0852005177470349,0.837052687935753,0.460989344614196,0.730670055573994,0.00263665992655908,0.0060737657591625
"1232","189","Urumieh lake",NA,"1","II","8",0.150389428065218,0.529031799898649,0.511237708684622,0.8778004739037,0.00459907227967042,0.00327265797292117
"1233","2","Ustyurtskiy",NA,"1","Ia","8",0.0987000921097771,0.477773907612052,0.565317106745972,0.726625920181803,0.00238851336680492,0.00104588044344468
"1234","9","Uvs Nuur Basin",NA,"1","Ia","8",0.183538609537927,0.478567276006331,0.817057461191355,0.758622797417661,0.00459230361346117,0.00293603892132115
"1235","871","Uzkaya Steppe","KBA",NA,NA,"8",0.152748217413855,0.447974982610156,0.684287850351505,0.747310994057501,0.0124938925636914,0.0154464079086241
"1236","763","Vale do Rio Palmeiras","KBA",NA,NA,"6",0.320624466038187,0.517536127890417,0.593423230532647,0.61066057806024,0.00284752103862594,0.0178888204761441
"1237","1325","Valle de Tehuacán-Cuicatlán","KBA",NA,NA,"6",0.480195866403316,0.704924262518419,0.591264267927303,0.696263481566578,0.00512422590044925,0.0408274776527488
"1238","1046","Valle del río Paraguay-Paraná","KBA",NA,NA,"6",0.309135281924877,0.510007865061106,0.5303758759618,0.661369185861233,0.00244875197658334,0.0312856254149315
"1239","1056","Valle Fluvial del Río Paraguay","KBA",NA,NA,"6",0.343480769380525,0.505203504310326,0.627453178320734,0.600443792481755,0.00378184438280797,0.0402860926994583
"1240","758","Várzeas de Monte Alegre","KBA",NA,NA,"6",0.614864578171988,0.783061622866025,0.637925852661265,0.722226230576602,0.0278959337794629,0.340082116396046
"1241","744","Várzeas do Médio Rio Amazonas","KBA",NA,NA,"6",0.638949435496557,0.810324935388582,0.666837740003234,0.726023723557232,0.030103293731497,0.421407201731228
"1242","343","Vatnajökulsþjóðgarður",NA,"1","II","8",0.0289321072592864,0.880607009934758,0.618251865153416,0.731352552877547,0.014444523894483,0.0124867799667704
